阅读,评论,标题,作者,最后更新
288,0,参照东方海外走势，现在买入都会大赚。。。,股友7039PF0979,06-03 11:06
333,2,这一波要干到15了，唉,股诗三百首,06-03 11:06
1251,2,不管怎么跌，都会涨回来的。疫情更加强化了中国的制造,守株待富,06-03 11:06
232,0,呵呵你们吹啊散户这么多还想涨先给你们洗个百分之20,陈先生222,06-03 11:05
238,0,白酒不香吗？？昨天和今天回吐了两万四，呵呵，割了去,Qnmdz,06-03 11:05
5594,30,说句外行的话，但是也在理的话，大家都知道航运紧张，,骑扬成章de张飞,06-03 11:05
227,0,今天回不到20日均线上方此股后期走势就用脚趾头想想[,小朱9988,06-03 11:04
269,0,中远就是一个笑活，长荣创新高113你还在磨地板丢脸不,暗杀之路有你有我,06-03 11:03
2803,4,主力不是慈善家。为了帮所有人解套而来的。目的就是洗,HHBBCC,06-03 11:02
209,0,丝毫没有反弹迹象,手撕鸡构的男人,06-03 11:02
1304,14,我昨天23.20买入的，还有机会吗,股友7LZ9096615,06-03 11:02
196,0,扣扣搜搜的，赶快下来,一名韭零后,06-03 11:01
200,0,买了一万股,东财网友6471513306897168,06-03 11:01
702,4,弱弱问一句，行权的今日可以交易吗？,牛真香888,06-03 11:01
241,0,中报还要一波！,八方积玉de苏星河,06-03 11:00
195,0,涨不过港股，跌的超快,坚决看多打爆空头,06-03 11:00
456,4,你们的中远海控盯子狗呢，怎么不给你们指导了,股友G7epef,06-03 11:00
220,0,两天爆跌一个星期的升幅，不妙！,财富天滋,06-03 10:59
215,0,主力都跑了，还不跟着跑？,股友FKB2oN,06-03 10:59
202,0,散户进太多，只有跌,蔷薇1234561181,06-03 10:58
207,0,大盘板块涨你跌，大盘板块跌你还是跌，资金一直大幅度,股友vwVhYz,06-03 10:58
324,2,不到19.8不能买,股友cvCTd0,06-03 10:57
411,1,这个股票突然多了很多小号发利空，韭菜们20块两次确认,股友071586Xh31,06-03 10:57
347,1,安慰自己一下：海控好歹还可以分析基本面，比炒妖股靠,山高路远12,06-03 10:57
287,1,看开盘的成交量，已开始明目张胆地出货,城發環境,06-03 10:57
248,0,割了,鲜嫩的韭蔡,06-03 10:57
326,2,明天一个板,和气利市得雅典娜,06-03 10:57
188,0,板块全红，你咋了还不冲,股友3816F7112S,06-03 10:56
203,0,靠运气挂的23卖出又买进来亏钱,点赞发财,06-03 10:56
238,0,海控居然还玩起了压单这一套，真是虎落平阳被犬欺,价值投资是未来,06-03 10:56
365,0,亏了钱就骂阿钉，14块钱阿钉回来的时候你们怎么不骂他,中远海控钉子戶,06-03 10:55
993,1,早早卖掉换股，把昨日23买今天20.85卖的损失，挽回来,简单的小马哥,06-03 10:55
201,0,21.2元全部清仓！看看再说吧！,股友66r228k972,06-03 10:54
343,1,这次要见16元了！有人收盘又要做检讨了！,抓牛大咖,06-03 10:54
202,0,兄弟们子弹准备好，再跌两天可以加仓了,股友TcCKR3,06-03 10:54
251,0,下一个英科医疗[滴汗]拭目以待,随遇而安22222,06-03 10:53
206,0,等北向来救场,股友5725G5O275,06-03 10:53
182,0,[滴汗],股友gMQXZX,06-03 10:52
272,1,该炮还得跑，任由主力出逃,股市狂魔乱舞,06-03 10:51
214,0,财新pmi52.，外贸需求强劲，利好航运！,eioroo,06-03 10:51
201,0,手勿贱让大小主力自个玩个够！进必套,暗杀之路有你有我,06-03 10:51
235,0,低位哈，自己看着办。当网上一片喊惨的时候，就是进货,心海蓝涛,06-03 10:50
216,0,拿着就行了,丄杉绘梨衣,06-03 10:50
416,3,买了两天，直接亏损十个点，站到山上了。。。,宏图钵满de金锁,06-03 10:50
1042,2,炒股1个月就买了海控，还没被市场教育过，这吧也是默,股友2Wx9221087,06-03 10:50
278,1,短期见顶出货，调整幅度大不见底,冰扎啤,06-03 10:49
416,2,超级买入机会,跟着牛股炒牛股,06-03 10:48
211,0,主力资金的出逃是一点都不含糊的,基民ivQuMG,06-03 10:47
415,3,股票还是要业绩说话，买中远就要有信仰，二季报再见了,风起尘落1,06-03 10:47
843,10,高位滞涨，离大跌不远了,深圳菲菜,06-03 10:46
208,0,机构蠢疯了,dolphin138,06-03 10:45
1531,10,海控今年利润好地球人都知道，但机构更早知道，所以股,云水禅心886,06-03 10:45
792,1,为什么海控业绩那么好就是不大涨，我看还是没有仙。谱,木子liw3rq,06-03 10:45
260,1,酒类，十倍几十倍的涨，就不允许海控涨？,基民2815985WC0,06-03 11:04
469,3,一地鸡毛,股友tkSN6O,06-03 10:50
245,0,走咯，钉子户让这么多散户跟着他，主力拉才有鬼了,阿拉de丁,06-03 10:45
219,0,赌一下今天成交能破百亿么,基民yTH1AX,06-03 10:44
779,9,今天不跌6个点，请大家打我脸,股友532pA88311,06-03 10:44
179,0,主力真是没点格局了,一韭渡江,06-03 10:44
380,3,昨天跌5个点，今天还跌？,hjq牛牛,06-03 10:43
233,0,智能炒股软件又在提示昨天高位进场的情绪化资金该止损,股友oTQJ9O,06-03 10:43
204,0,智能炒股软件又在提示昨天高位进场的情绪化资金该止损,股友oTQJ9O,06-03 10:42
183,0,智能炒股软件又在提示昨天高位进场的情绪化资金该止损,股友oTQJ9O,06-03 10:42
194,0,这来自限售股压力真大,基民la66255022,06-03 10:42
228,0,宣布加仓200手,富贵富贵的阿苏,06-03 10:41
218,0,周期股就是周期股,尼古丁1984,06-03 10:41
431,0,这日线头部乌云盖顶，为什么还有人天天唱多呢，每天几,财入急门,06-03 10:40
213,0,今天会打到跌停,大道至简知易,06-03 10:40
588,2,昨天有人说是最后一跌，我说昨天是闷今天是杀，没想到,懒汉炒股,06-03 10:39
217,0,回到15元以下去，我建仓。,股友CReXq6,06-03 10:39
269,1,又成功加仓几百[大笑]继续努力压下来,天狼7777,06-03 10:38
273,0,昨天主力拉高出货，71亿全部被套，今天破位下行，散户,牛途漫漫789,06-03 10:38
1966,12,复盘今天应该是周期股的买点，比如海狗，钢铁，煤炭。,TebBagger,06-03 10:38
230,0,说到底还是资金看不好中远啊,巴菲特淮安分特,06-03 10:37
252,0,这个操作应该是新庄提拉出货了,幕后黑手就是我,06-03 10:37
199,0,这种玩法不敢玩，二天吃了3块钱一股的大面！,小朱9988,06-03 10:37
230,0,倒数第一名，真垃圾,A股害人干毛合法,06-03 10:37
261,0,近期这只票的风险远远大于机会，控制风险，保住钱包，,夏皇小跟班,06-03 10:37
220,0,不听老人言…出货继续中，跌停指日可待,云水禅心886,06-03 10:37
193,0,还在意[微笑][微笑],股友T887238p70,06-03 10:36
329,1,空头已经弹尽粮绝,牛蛙叔,06-03 10:36
314,1,这就是星辰大海？长见识了[大笑]不买了，还是去喝酒吃,立地纳财金满腹,06-03 10:36
443,2,破20日线了，星辰大海，呵呵，,财入急门,06-03 10:36
231,0,小朋友们，钉狗喊你接盘了[大笑],股友598WL39376,06-03 10:36
305,0,开盘前给机会了，我把握住了[哭]盛航股份没来得及跑,吉祥有余de花满楼,06-03 10:35
231,0,港股快翻红。,股友sEd92Y,06-03 10:34
238,0,太垃圾了，明知道回调，还不快出去躲一下再回来，还被,加油加油zhuzhu,06-03 10:34
219,0,，让主力折腾去，老子躺着，看你能把我怎么着[叹气],我想炒个底,06-03 10:34
281,0,这不是什么洗盘而是大资金大规模疯狂出逃，接盘的实力,股友mkZWJY,06-03 10:34
439,0,明牌的东西，持股体验就是差。昨天到今天的走势，反人,股友zwOsr7,06-03 10:34
379,0,已挂单30日线买入,我要买1DC,06-03 10:33
607,2,今天很多万手大单压着点位！什么情况？不让涨？,吴丶起,06-03 10:31
236,0,收盘收20日线上就好,韭菜馅饺子12138,06-03 10:31
260,0,前天的突然拉起是游资的一日游,加油加油zhuzhu,06-03 10:31
292,0,早点低价成交量主力出这么多，下午高位接回去个人觉得,盆满如意的雨秋,06-03 10:31
223,0,什么破玩意跌停吧,鲜嫩的韭蔡,06-03 10:30
266,1,咋没跌到20,牛掰六道仙人,06-03 10:30
215,0,主力真的阴险,同个地球,06-03 10:30
257,0,就你绿油油,北望陌上,06-03 10:29
226,0,十九元会组织反攻，低吸加码,慧福4567,06-03 10:29
324,0,总算看明白了，证金狗在抛。迟抛不如早抛，后市无忧了,股友I275m10586,06-03 10:29
215,0,总算看明白了，证金狗在抛。迟抛不如早抛，后市无忧了,股友I275m10586,06-03 10:29
295,0,钉子户:想听听你的判断？,股友张老头,06-03 10:28
220,0,不知那个龟的孙子一直甩卖！今天又凉凉了没戏了,暗杀之路有你有我,06-03 10:28
215,0,什么几把垃圾。。。,真理万金,06-03 10:28
222,0,今天会拉上去收阳,炒的是开心,06-03 10:28
219,0,下来就买2手玩玩。,海丰i,06-03 10:27
276,0,哈哈，又可买入做T了，这股首先，风险极低,自得财富,06-03 10:27
293,1,不是吧跌停了,日进腾达得胡列娜,06-03 10:27
199,0,爆打融资客,时间的泥石流,06-03 10:27
214,0,集中子弹，等它门回落,股友cvCTd0,06-03 10:27
339,1,20日线破了，要回到13元了吗？,郝花会开,06-03 10:27
239,0,中远这几天跌跌不休,飞黄利市得蓝银皇,06-03 10:26
266,0,有没有可能配合行权、价格砸低然后少交税……[大笑][,中远海控拆迁户,06-03 10:26
233,0,大家都等着跌停加仓只可惜主力太垃圾没鸟,股友TcCKR3,06-03 10:25
1137,24,中远先走了，去士兰微[俏皮][俏皮][俏皮][俏皮],槑大熊猫,06-03 10:25
233,0,这货惯用手法每天开盘3分钟冲高然后开始砸,贷款炒股收益高,06-03 10:25
234,0,看来大家都等着跌停加仓,股友TcCKR3,06-03 10:23
301,0,东方海外国际公司，今日上涨，已连续6天上涨。,股友4SkAx5,06-03 10:22
223,0,又一个套,股友cvCTd0,06-03 10:21
355,0,低价员工股上市，大跌开始清仓等待,JSCM,06-03 10:21
242,0,21元以上准备卖出168万股。OUT M,全面注册制来了,06-03 10:20
238,0,高。尼。嘛。低。就是不割,股市第2年拿回16W,06-03 10:20
244,0,不要怂，满仓干，随时拉涨停,码筹的血带,06-03 10:19
195,0,躺尸了,丫丫888888,06-03 10:18
2793,22,明天要涨了，很后怕，管住了手，明天涨停都有可能，最,破坏岛拓跋峰,06-03 10:17
324,1,今天砸盘就结束了吗，应该再砸一波才洗的干净,骑扬利市de花满楼,06-03 10:17
295,0,想砸盘吸筹码？坚决买进，看看上港就知道了,赚了套现8866,06-03 10:16
340,1,涨不动了，双顶回调15可期,简单的小马哥,06-03 10:15
229,0,不卖之前它就是数字，该吃吃该喝喝,WangAnChen,06-03 10:15
294,0,基本面这么好，为什么不再继续拉再慢慢出货呢，需要这,上涨趋势不做t,06-03 10:14
276,0,加仓！,高猛酸钾,06-03 10:14
748,1,二季度报表，直接一字板！[旺柴],来去随风1,06-03 10:14
297,1,15可以买,风火连天3,06-03 10:19
276,0,第二个英科医疗，三一重工，阴跌到3元,抄底专家啊,06-03 10:12
198,0,垃圾浪费行情，还不如抄底医美去呢,冰扎啤,06-03 10:12
219,0,虚张声势，别怕,n497813468133836,06-03 10:11
224,0,差不多就行啦，本来就是受益于Y情，大家都有不菲的利,超long线,06-03 10:10
359,1,杀到20我接点[吃瓜][吃瓜],韭菜小郭,06-03 10:10
282,0,主力也知道跌破20会有大批大批的加仓,跟着牛股炒牛股,06-03 10:09
265,0,上周就说了，22就是顶了，那帮30的主还在吗？,长歌沐晓,06-03 10:09
195,0,爽快点吧,股友g1X1653788,06-03 10:08
300,0,让钉子户闭嘴，不要再发了，他就拉黑，什么玩意,致胜远方,06-03 10:08
209,0,跌啊快跌停,中远长荣号大副,06-03 10:07
247,0,钱都大风吹来的，加仓？,冰扎啤,06-03 10:07
351,1,巨量下跌，有意思,江中漂洋的禾妹,06-03 10:07
251,0,主力快速流出，你们就接盘吧,冰扎啤,06-03 10:07
309,1,昨天没卖是最后悔的事,加油加油zhuzhu,06-03 10:07
260,0,瑟瑟发抖，没币本事打到跌停吗，我为你留着资金呢,疤面灵龙,06-03 10:06
670,5,盲猜今天上午先拉升一波，完了猛砸,骑扬利市de花满楼,06-03 10:06
272,0,养套杀三部曲今天开始杀的阶段天天阴跌不止,股友lvsgrf,06-03 10:05
448,1,目标价15,简单的小马哥,06-03 10:05
336,0,给我机会我，我中用了。吓死我了[色],吉祥有余de花满楼,06-03 10:05
257,0,公司是盈利，融资太高位，就怕杀融资融券,maggie周,06-03 10:03
383,1,散户还接？？？？活该,卡梅安东尼嘎嘎,06-03 10:02
223,0,这恶心,我的票要飞了,06-03 10:00
240,0,子弹以上膛！20等你继续开火！,捂股丰登酿酒人,06-03 10:00
191,0,板块拉升都带不动你,基民ivQuMG,06-03 10:00
231,0,最好别涨，因为你只要涨一点点我就卖飞你~！[旺柴],平衡中透着不平衡,06-03 10:00
277,0,典型的出货，小额拉升，大额卖出，有些猪脑子狗嘴非要,夏皇小跟班,06-03 09:59
227,2,猜到开始没有猜到结尾。,期待牛转乾坤,06-03 09:58
262,0,破位了，这就麻烦了,MrParker,06-03 09:58
250,0,游资狗们别停啊，赶紧砸出你们的筹码回血英科牧原了，,股友xDN7kF,06-03 09:58
257,0,洗干净拉，可以上涨拉,股友MVuKQE,06-03 09:57
309,1,拉高出货了，参考上一轮调整37%，这一轮至少要调下去2,海上日出12,06-03 09:56
236,0,这股现在变成垃圾了[笑哭][笑哭][笑哭],槑大熊猫,06-03 09:56
262,0,你们这群没有格局的获利盘恐慌盘，看不起你们[怒][怒],股海沈尘,06-03 09:56
284,0,我擦，我特么卡了，硬是没买进去[哭],飞翔的吉格斯,06-03 09:56
304,0,贪得无厌,骗人的世界,06-03 09:56
242,0,22.85昨天没站上，今天调整,股友Z2ypo9,06-03 09:56
6229,63,观察了很久，钉子户人品不错，分析海控也理性有据。叽,竹叶青288,06-03 09:56
228,0,要走坏,海鸥清风,06-03 09:56
261,0,给我砸跌停,股友7w6275p978,06-03 09:55
230,0,有被吓到,上涨趋势不做t,06-03 09:55
281,1,再来一个跌停吧，不砸跌停你是我孙子,认知与人性,06-03 09:55
347,1,赶紧加仓,itoverip,06-03 09:54
368,1,请求消灭最后的空头！！！,我是半个赌徒,06-03 09:54
233,0,或许近期最后的探底,xgwang73,06-03 09:54
267,0,游资狗们英科牧原都崩盘了还不让出海控的筹码回血减融,股友xDN7kF,06-03 09:54
359,1,明天肯定跌,股神飞机耳,06-03 09:54
286,0,昨天到今日，最高点差了10几个点这帮人真是他妈恶心,同个地球,06-03 09:53
230,0,这轮看18了,盆满如意的雨秋,06-03 09:53
783,7,乐观点就当今天是阶段最后一洗[吃瓜],奇迹在路上,06-03 09:52
247,0,挺好满意了。还能接到以前离家出走前的价位。,心海蓝涛,06-03 09:52
246,0,托单太大了,丄杉绘梨衣,06-03 09:52
230,0,兄弟姐妹们，我回来了。,心海蓝涛,06-03 09:52
243,0,完了,gongprance,06-03 09:52
270,0,这个我要入点了[微笑],飞翔的吉格斯,06-03 09:51
860,8,这是经历了啥[哭][哭][哭][哭][哭][哭][哭],让你跌就要跌,06-03 09:51
274,0,sc主力，昨天强势突破吸引一波跟风盘再出货会好的多,南瓜投资,06-03 09:51
304,0,跑吧,贷款炒股收益高,06-03 09:51
262,0,永远都是一两天亏的能把一个月赚的都给跌回去,小白杨w,06-03 09:50
281,0,涨多了要消化消化。机构开始强烈打压散户。散户不要追,股友p0wCuD,06-03 09:50
259,0,需要这么砸？？？,股友jIH6Uq,06-03 09:49
263,0,跑路了跌穿了,我不是真韭菜,06-03 09:49
1429,6,目前的市场，虽说震荡才是最好的走势，也是最好操作的,无羁Z10W05X,06-03 09:49
364,1,大盘跌你狂泄，大盘涨你也阴跌,基民ivQuMG,06-03 09:48
234,0,开始捡筹码拉,富有成章de大乔,06-03 09:48
244,0,搞大了,财运成章得丁春秋,06-03 09:48
205,0,垃圾！！！,郝花会开,06-03 09:48
245,0,今天不跌停主力就是孙子,股友TcCKR3,06-03 09:47
273,0,可以涨了，最后的上车机会,专注中远海控13年,06-03 09:47
1091,6,$中远海控(SH601919)$只有一个月到七月中报业绩预告了,基民QcQoxF,06-03 09:47
228,0,跌停无悬念！！1,弟二三,06-03 09:47
269,0,放量跌破20日线，不跑干什么,南瓜投资,06-03 09:47
282,0,这一次的调整是大幅度的，能走就先走掉，以后再说,兵静乃胜,06-03 09:46
266,0,你洗的有多猛，回调的时候就有多猛,股友36r1H58881,06-03 09:46
294,0,明天行权股票上市价4.1元,明xbm123,06-03 09:46
229,0,我走了你们玩,兵静乃胜,06-03 09:46
229,0,今天能到20吗哈哈哈,中远长荣号大副,06-03 09:45
209,0,好垃圾！,GUN,06-03 09:45
889,0,中远海控6月3日加速下跌,中远海控资讯,06-03 09:45
210,0,啥比主力今天来个跌停,股友TcCKR3,06-03 09:45
400,1,这主力意图是什么？,股友36r1H58881,06-03 09:53
330,1,20日线加仓,itoverip,06-03 09:52
374,1,20.2下单埋伏。是埋伏千万别被埋。[大笑],我要仔细想想,06-03 09:50
276,0,今天这势头不知道想跌多少,股友VkMMkD,06-03 09:44
281,0,赶快跑吧,股友37t16R5788,06-03 09:44
240,0,跌停？,女多钱光,06-03 09:44
218,0,我在19.8等你，呵呵呵,股友cvCTd0,06-03 09:43
276,0,坚挺,股友学习中成长,06-03 09:43
289,0,每一次大跌都精准赶上，涨的时候都不在场,基民ivQuMG,06-03 09:42
283,0,跌停的节奏,股友5725G5O275,06-03 09:42
342,1,散户继续往里面冲。尴尬,卡梅安东尼嘎嘎,06-03 09:42
264,0,[滴汗][滴汗][滴汗],股友1vY5u2,06-03 09:41
241,0,出货了，跑喽,冰扎啤,06-03 09:40
280,0,今天的散户别进，让多空两方砸，砸完在进。,富有成章de大乔,06-03 09:40
257,0,有人砸就有人接,富有成章de大乔,06-03 09:40
3013,0,大成早报：6月3日市场资讯,大成基金,06-03 09:37
2906,18,盘面相当无聊，费老大劲，寥寥卖盘，散户看多的一致性,股友RoYltE,06-03 09:36
1270,9,除权日快到了吧。明天是否会涨停？,又想一刀,06-03 09:36
243,0,先跑一步,冰扎啤,06-03 09:34
270,0,洗就洗呗，反正我就不交出筹码！,认知与人性,06-03 09:34
346,0,抱歉各位我跑了！20后在回来,我就是上帝,06-03 09:33
289,0,跑！！！！散户冲进去就是接盘,卡梅安东尼嘎嘎,06-03 09:31
1181,5,中远海控：融资余额77.89亿元，创历史新高（06-02）,中远海控资讯,06-03 09:30
339,0,有点意思啊，开盘价是昨天的最低价,别评我,06-03 09:29
248,0,直接反包,兵静乃胜,06-03 09:29
299,0,马上碰到趋势线了，明天就入一点。[呲牙],XyBroX,06-03 09:29
288,0,下有托单哦,我的歌好听,06-03 09:29
320,0,今天涨停,股友0118nM9981,06-03 09:27
1866,6,奔3启动前必须的一次洗礼，清洗短线融资盘，中期走势,ROBINLY,06-03 09:26
1705,7,关于行权很多人，一听到行权，自己把自己吓到了，就算,股友538630G1M6,06-03 09:25
502,2,以前中远海控股价最高的时候市值是多少？,抄底专家啊,06-03 09:25
351,0,大跌即将开始，开盘即是全天最高价，此时不跑，更待何,股友tUQL2D,06-03 09:23
306,0,石油涨得好快，现在到69美元了，如果人民币继续升值还,木子liw3rq,06-03 09:22
280,0,反包倒计时！,增值十倍,06-03 09:22
1106,9,早上追高的我此刻早已泪流满面[哭][哭],日进发财得花无缺,06-03 09:22
247,0,大单卖哎,卡梅安东尼嘎嘎,06-03 09:21
319,0,20.42谁买到了吗的,中远长荣号大副,06-03 09:21
303,0,低开几个点卧槽,上涨趋势不做t,06-03 09:21
272,0,你胡捣鼓个啥／完个球J吗／快送股了／是不是个黄金坑,白菜豆腐大米饭,06-03 09:20
294,0,真废物,兵静乃胜,06-03 09:18
261,0,有多少天低开了?,股友3GqUKR,06-03 09:18
353,0,原来昨天上午的拉升，是融资盘以及卖空平仓两部分资金,立马岁哦路,06-03 09:18
286,0,这价格好，有种别撤单,立地纳财金满腹,06-03 09:18
266,0,来俩跌停助助兴，虽然满仓还是能顶得住,牛股制裁者,06-03 09:18
386,1,我的一个小客户出口鸡鸭库存,中远海控突击队涨,06-03 09:16
334,0,海运价格还在涨，根本停不下来,盆满大展的杜飞,06-03 09:16
383,0,1.业绩再好，又可持续性吗？2.A股业绩好，能分配给散,彤明旭,06-03 09:16
282,0,今天躺着看热闹！,QuAN66718,06-03 09:16
293,0,让我看看这世界有多残酷[微笑],股友6299R65C93,06-03 09:15
266,0,一字跌停咯[大笑],Fannyhkf1493,06-03 09:15
670,0,抛售也没什么可怕的，给我继续加仓的机会,它山之时,06-03 09:14
514,2,这是去年的，现在不知道有多少了，海控自有船158艘还,银泉马,06-03 09:14
280,0,今日横盘吧，明天再砸[拜神],钢铁菲菜苗,06-03 09:14
350,1,今天估计跌停几率很大,勿问归期,06-03 09:14
305,0,海控基本面够硬，港股纳入A50了，我就看还能跌多少,只做价值票,06-03 09:13
491,2,这融资盘疯了，不管跌不跌，天天在买,常州2手房投资R,06-03 09:13
466,4,此股人气下降，戾气上升。神汉和水军还多一些逆势忽悠,抓牛大咖,06-03 09:10
477,0,股民朋友记住这些高点，关键时刻能保命！1、上海中心,中远系老大,06-03 09:08
331,2,港股提高印花税，完了,股友0Ni8556382,06-03 09:08
327,0,利润跌没了，气死我了,兵静乃胜,06-03 09:01
2943,39,再告诉一遍，还有4个交易日，解禁股来袭，成本4元多，,影子888归来,06-03 09:01
772,4,昨天割肉的今天要拍大腿了，今天涨到你怀疑人生,日进腾达得胡列娜,06-03 08:59
3592,4,《同行市盈平均34倍，他6.1倍，2.4亿盘10送3派6.4元在,专扒缸庄裤子,06-03 08:51
323,0,石油周期开始了,前进的雷哥,06-03 08:45
466,3,今天如果能复制521走势我直接交筹码[偷笑][偷笑][偷笑,纯洁小黑黑,06-03 08:42
321,0,每次创新高，都是反复一下才能稳住，所以创新高的时候,加油加油zhuzhu,06-03 08:39
471,3,我暂没有买海控，刚刚入市的我目前被小康和众泰套住，,励志_坚信,06-03 08:36
998,2,昨天铜铝顺周期大跌，那么周期之王中远海控再说难免，,股友UkUSnm,06-03 08:36
3007,6,真的刀尖上跳舞！行权价4.1元，6000万股？虽然2个多亿,高之歌,06-03 08:34
445,0,流出已经加速，希望新主力能完成建仓,牛年回本今天明天,06-03 08:33
315,0,昨晚你们在吃面，人家钉子户吃龙虾，庄家奖他的呗！！,股友I275m10586,06-03 08:28
282,0,昨晚你们在吃面，人家钉子户吃龙虾，庄家奖他的呗！,股友I275m10586,06-03 08:28
461,0,每股海运集装箱ZIM收涨,单吊一枝,06-03 08:27
603,1,大航海时代海员们，朝阳、海风，巨轮的轰鸣声，又开始,WangAnChen,06-03 08:27
784,8,无语,万事纳福de钟馗,06-03 08:25
357,0,不是说今天行权吗，消息呢，公告呢？,带着小光头飞,06-03 08:23
1891,0,百舸争流，低价竞争的时代已过去。大航海寡头时代来临,WangAnChen,06-03 08:22
627,2,其实海茅太容易操做了，高抛低吸，成功率60%以上,红旗飘永不倒,06-03 08:17
1381,6,看空。今天全部身家高位压金中远，相当于吃了个跌停。,我爱创世纪,06-03 08:00
522,1,5分钟分时图昨日有提示风险的10点15分出现乌云盖顶之,垚鑫淼123,06-03 07:59
575,3,炒股我就看股评来买票，谁说的我开心我就买那只票，要,股友sunyige,06-03 08:58
381,1,开盘一字跌停板！快跑！,股友TrCSYM,06-03 08:38
916,13,22.6本，大神们明天割肉出局吗,股友B2Jg09,06-03 07:54
367,3,说白了行权还不是减持？有帮高管获利五倍要减持参考英,中远长荣号大副,06-03 07:53
331,0,海运费每周都涨，股票每周涨，好不开心。,股友p0wCuD,06-03 07:49
541,0,中远海控(601919)融资融券信息(06-02),中远海控资讯,06-03 07:45
1192,3,上午没有坚持原则走1/3，结果中午绿盘的时候才走，只,我要仔细想想,06-03 07:45
383,1,不管谁教你投资，都不可能让你把身价都投进去，那不叫,LukaDoncic077,06-03 07:39
2563,5,强了大半年的趋势股，早盘依然强势冲高，奈何被同为强,阿拉de丁,06-03 07:31
372,5,今天21.70抄底没想到抄在半山腰，明天有机会走吗？,股友a7BiLy,06-03 07:30
1668,10,到底谁在砸盘？首先申明，我仅是一个入坑不到不到半年,股友50180E63D8,06-03 07:25
1544,0,粉友们早上好，海控又回到正常区域偏强位置，短时趋势,木子liw3rq,06-03 07:19
303,0,今天主力直接低开低走了！,万手哥258,06-03 07:15
557,3,一根上吊线，接着行权叠加融资踩踏，未来几天好看了,股诗三百首,06-03 07:13
322,1,明天开盘集合竞价继续加仓***万，不问价格。,人来人往皆为利来,06-03 07:12
329,0,散户越来越多，主力跑也不奇怪,卡梅安东尼嘎嘎,06-03 07:11
372,2,早上终于挤进去了，谢谢我的手这么快。,越涨越健康,06-03 07:11
1455,7,安心睡吧，如果价值投资有错，你的人生逻辑也有问题，,白衣木匠Tang,06-03 07:11
380,0,验证贴：主力就是要抬高中控的股价，别让外资捡了便宜,小王肖恩,06-03 06:59
14196,19,不跌，就是一种强势,布衣书生走天下,06-03 06:56
2342,1,中远海控盘中最高23.26元，股价创近一年新高,新高个股聚焦,06-03 06:52
309,1,和伊力特走势极像。,股友HRGr6t,06-03 06:47
570,0,这样砸都没有砸跌停，海控确实是好样的，把筹码拿好，,和气生财的叶子,06-03 06:46
313,2,开盘一字跌停板！,股友TrCSYM,06-03 06:45
2235,4,两市6月2日成交1.02万亿，85股涨停（附10大活跃股）,中远海控资讯,06-03 06:43
3757,2,【今日收评】电气设备，有色金属，汽车板块领涨，医药,嘉实基金,06-03 06:25
426,3,71亿历史新高大套，全体都有[大笑][大笑][大笑],科技乃复兴之矛,06-03 06:13
1183,13,我说是顶被一群人冷嘲热讽，就知道这里有多极端，已经,股友UkUSnm,06-03 06:03
2039,1,富时罗素宣布对富时中国50指数、富时中国a50指数等指,山竹马,06-03 05:49
604,6,这金枫…跟海控走的一样样…一天近10个点[大笑],基民6377Hk8379,06-03 05:40
885,6,明天主力真想出货，就高开[俏皮]，然后开盘几分钟极速,赞我的人赚大钱,06-03 05:35
986,0,此股会破位暴跌吗？,专杀海尔,06-03 05:15
416,3,本来呢，今天你跌破也无所谓，但是早上诱多骗我加仓你,韭菜带刺,06-03 04:46
1227,14,有人和我一样吗，贷款50万，融资50万满仓单掉海控，10,富有民丰的双双,06-03 04:39
402,2,有个靠给别人炒股养家的朋友。他说只要股吧没人发言该,股友9bMUvU,06-03 04:20
1956,2,明天行权＇股价不是后几天就是前几天是最底价如果是你,银泉马,06-03 04:09
325,3,应该是全部闷杀了，周线，月线，季度线都非常高位了,抄底专家啊,06-03 03:47
257,0,这个吧海员居多，都是值班不睡觉的单身狗啊，辛苦了，,砸就是了,06-03 02:57
705,4,怎么办，前段一直跌抖音上都显示主力控盘度高，让不要,加油加油zhuzhu,06-03 02:51
316,1,看看英科医疗的市盈率,潍柴铁粉,06-03 02:18
346,3,叔跟你说这个股你把握不住的，把筹码卖给叔让叔来。,股友50h2q72198,06-03 02:16
1232,13,我就在这里上班，上面的人说二季度一天利润5个亿,永不满仓加油,06-03 02:11
241,0,自从买了中远晚上都睡不着觉,ningningsmd,06-03 02:11
276,2,看看人家国际医学，公司没赚钱股价天天涨，你爆赚了，,晓百百,06-03 02:00
239,2,暂时没看到啥利空消息。明天继续买进100万股。,全面注册制来了,06-03 01:27
1511,2,大家到底有没有自己的交易系统呀？怎么天天t？还都这,渔火灬,06-03 00:52
1434,6,多重利空，某钉还在带节奏，主力一个月跑了50亿，短期,股得NIKE,06-03 00:51
303,2,运价要踩刹车了，上面要干预了，船公司发大财中小企业,千万别炒次新股,06-03 00:46
440,3,今天完美被套[捂脸],股友0dn7RY,06-03 00:44
307,3,这个股的水好深，我把握不住,好运韭,06-03 00:44
764,8,看情况近几天要破19元，主力要把融资打爆.不知道是我,股友ZrTakb,06-03 00:41
5127,9,刚涨了5%我就出了，今天上午设定21.2进，然后躺平，下,砸就是了,06-03 00:39
