阅读,评论,标题,作者,最后更新
310,0,拉高出货，都是散户再买，没有大单，没有量能,X小熊X熊,05-26 09:40
332,0,券商是气氛组的，气氛拉动后，板块轮动，昨天白酒，医,阿拉丁之梦,05-26 09:39
302,0,坐等上200,上班辛苦业余玩,05-26 09:39
310,0,终于突破压力位了,jeff_sun,05-26 09:39
284,0,优秀，王者归来,财富自由QAQ,05-26 09:37
272,0,大哥回来了吗,基民eMm5Nh,05-26 09:36
422,1,无量突破了箱体？,七月九日,05-26 09:34
375,0,刀片电池能不能跟宁德时代比，可以的话，现在很低估了,广东股神N90,05-26 09:33
345,0,冲高回落这我熟,眉间川,05-26 09:33
303,0,今天该你发力啦！,吉祥钵满得苗人凤,05-26 09:33
444,0,我发起了一个投票，【#比亚迪#今天翻越185 ？】，快来,梭哈到底,05-26 09:26
398,2,支持比亚迪破万亿！特斯拉就是垃圾，贱不贱啊？,股友BLdER6,05-26 09:20
495,0,比亚迪：融资净偿还1.1亿元，两市排名第17（05-25）,比亚迪资讯,05-26 09:17
432,0,183我出来，172我再进来，立贴为证,冲动打脸,05-26 09:17
648,2,利好比亚迪，因对手要败了,诚信胜金,05-26 08:59
446,2,公共领域，貌似只有BYD的新能源布局最广泛吧？BYD电动,高位出利好要发套,05-26 08:52
369,1,这么多人说利好，明天涨停，明天看来危险了,股友723897LE27,05-26 08:41
4547,4,迟到的大金融，浅析军工，半导体，有色,十六岁开始做股票,05-26 08:33
741,10,这周有一波反弹15个点吧,klantao,05-26 08:26
360,0,一涨一点点，吕就质押和解压，还有各路牛鬼蛇神就出来,DYBJGJ投价,05-26 07:49
336,0,昨日离场，稀释后，小赚。祝各位股友一阳绝尘,僧人郭大路,05-26 07:24
280,0,整天质押解除再质押，不折腾能死啊,常州阳光,05-26 07:24
605,3,002594谢了！八十万股换半年涨七倍舍得还是一季业绩增,股友It3lzm,05-26 07:24
329,0,今天危险,股友3237p22D72,05-26 07:06
2076,18,比亚迪：持股5%以上股东部分股份质押及解除质押,比亚迪资讯,05-26 07:03
3766,3,有钱也买不到！“缺芯”潮下高端车更易断供，车企蹲点,时代财经TF,05-26 07:01
4840,6,按照3000元/分的交易价格换算，特斯拉2020年所获得的8,enzo18,05-26 06:42
234,0,公告越多越跌，立贴为证！,恩爱你,05-26 06:25
2840,4,比亚迪底部拉升后横盘整理蓄势待发后市将快速回补上方,News小新,05-26 06:21
545,1,2194元的大垃股贵州茅台还有395元的大垃圾宁德时代还,散户雨朦胧,05-26 06:08
319,1,今晚ADR又跌了[滴汗],大发来财得钱大方,05-26 06:05
1200,7,下一站：营收5000亿元！比亚迪汽车也有“七年之痒” 5,牛股天下无敌,05-26 05:30
1908,8,已经横盘第四天了，应该洗盘洗的差不多了吧，接下来几,沃日_巴菲亮,05-26 03:43
328,0,北向资金每天都赚死了,鑫荣启,05-26 02:45
302,0,跟茅台差不多得走势,股友6961e2w137,05-26 02:44
652,4,今天真是基金的天下，证明我们的眼光不如基金经理,爱好这玩意,05-26 01:48
239,0,那么多人看多明天老火啊,股友MQxrpb,05-26 00:28
2733,1,汽车金融风控两难：踩油门还是急刹车？,冰鉴科技研究院,05-26 00:03
311,1,BYD什么都好，就这商标太丑，直接拉低了他的身价,莫归子,05-26 00:01
265,0,一致看多？有点方啊,静默如初见,05-25 23:43
6390,1,钠离子电池有望重现当年锂电池盛景？4大看点，全产业,概念爱好者,05-25 23:40
617,4,比亚迪现在的价格，明天还能买吗？大家留言讨论一下,锋利的镰刀666,05-25 23:37
512,0,上证现价3581点，明天短线客，跑的朋友一开盘最好就要,散户雨朦胧,05-25 23:26
350,0,转发,失业板的韭菜,05-25 23:16
6060,3,每年20万吨锂电池报废，回收迫在眉睫，广东、河南、江,时代财经TF,05-25 23:07
319,1,唱多的太多了 减仓等待,陈展博168,05-25 23:05
379,1,龙头股里面，就数比亚迪跌的多，反弹少。,ttydz0181,05-25 22:52
488,1,买入！,生意是一门艺术,05-25 22:52
8675,0,证券掀起涨停潮，行情能否持续？,柚子8806,05-25 22:40
812,3,今天大盘涨成这样,股友93I8z36281,05-25 22:40
318,0,178是个坎，不过不到200我不卖,万事暴富得欧阳锋,05-25 22:39
628,5,成本222的还在不？,小生理财,05-25 22:37
353,0,全仓干,下个涨停板在哪里,05-25 22:32
751,10,二季度直接到300,睿涨发,05-25 22:32
344,0,今天大金融吸金，明天都来给比亚迪抬轿子好吗？[鼓掌],我们村的希望,05-25 22:31
374,0,比亚迪挖了条护城河，以为万事大吉，没想到华为开了飞,工行一枝花,05-25 22:26
2090,1,交银基金何帅：基金对大市值公司关注上升；拼体验服务,证券市场红周刊,05-25 22:19
383,1,爱玛的能量回收技术用到汽车上了，,阳光美美,05-25 22:17
475,2,特斯拉有马斯克比亚迪有吕向阳，反复割,西昌唐马儒,05-25 22:08
315,0,要想富先修路，修路就用CHN牌水泥，驰骋着长安牌坦克,高山之巅俯视你,05-25 22:05
3658,10,我真无语了，比亚迪双积分10万以上，新能源积分交易价,赚他567个亿,05-25 22:04
503,1,它走了，留下多少人站岗啊，就如同比的273，至今人们,看着账户作股票,05-25 21:45
459,2,比亚迪能涨到800块,格调2409,05-25 21:45
561,1,周三，强烈增持比亚迪002594，新能源龙头企业。,小明同学9号,05-25 21:40
2246,0,国证新能源车电池指数投资价值分析——指数篇,老罗话指数投资,05-25 21:34
346,0,明天可以冲190了，别等了！,四季枫叶红,05-25 21:30
7292,22,上海车展一款车一天签下7万辆销售订单，是谁？是比亚,五G方舟,05-25 21:26
245,0,起飞不起飞？,东部大剽客,05-25 21:25
421,0,比亚迪求给个出路，五粮神液年后和比亚迪一起被套，如,仪征陈奕迅,05-25 21:13
303,0,韭菜啊,和气满堂de段智兴,05-25 21:09
506,0,我发起了一个投票，【#比亚迪#明日想还是跌】，快来参,股友AXWuaa朱,05-25 21:08
5253,0,晒收益 半导体真的不行吗 我是这么看的,吉小財,05-25 21:06
288,0,预测没错不用跌停，跌一半小户星期一就会恐慌抛了,李张顾,05-25 21:05
550,3,140都过来了。当初的一群对比亚迪信心满满的人都不在,王传福漳州分福,05-25 21:04
11463,6,白酒、医药、证券、新能源等齐上涨，今日该怎么操作？,yi只小鱼,05-25 21:01
612,2,我认为比亚迪今天占在了173．39的上方，即突破了很久,股友PO3Vxd,05-25 20:59
311,0,卖飞了,股友yR0u80,05-25 20:58
335,0,万亿毫无压力,炒股怒赚三百万,05-25 20:55
273,0,本来已经担心明天了，看到股吧一片唱多心凉了一半,求大佬带带韭菜,05-25 20:50
1239,13,这个操作多少分,韭菜之神o,05-25 20:48
355,0,这个底抄的应该还不错，估计未来都不会有这么低的价格,富贵斗金的律香川,05-25 20:48
289,0,不过我们这的公交电动车还基本都是byd也,股友DVoKrc,05-25 20:47
327,1,今天大盘这么红。你这大盘股这表现不应该呀。应该补不,做T不如做鸡,05-25 20:42
520,0,比亚迪：重要股东质押166.67万股，累计质押占其持股20,股权质押聚焦,05-25 20:31
1409,0,途虎养车与倍耐力战略合作升级 助力消费体验创新,科记汇,05-25 20:31
657,5,看看宁德时代比比亚迪强十倍,股友ZXPJge,05-25 20:19
370,0,我们都是散户，董得的技术有限，看了所有的议论，多数,股友PO3Vxd,05-25 20:18
470,2,早割早解脱，这股真的太差劲了，大盘涨这么多，才涨了,王者荣耀888,05-25 20:09
342,1,这么不给力大盘都涨了2.4%,基民n0o4Ga,05-25 19:56
478,1,我还是看好比亚迪。不比担心这个价位没有股东减持。质,股友587E3356g0,05-25 19:51
731,2,$舍得酒业(SH600702)$$比亚迪(SZ002594)$各成交一笔,股友BYJT0o,05-25 19:49
343,1,一片看多之声危险来临了,股友723897LE27,05-25 19:47
544,4,早知买隆基股份了哎,木可J,05-25 19:14
503,5,有没有懂价值投资的，聊聊比亚迪的内在价值成长逻辑[,我就想赚点零花,05-25 19:11
4624,5,工信部：四方面工作推动车联网产业蓬勃发展,DoNews,05-25 19:06
1682,0,科技改变生活，机会在哪？【投资篇总经理会客厅】,长安微理财,05-25 18:58
538,2,不就出了个公告嘛，咋这么多人唱空？俺今天尾盘刚进了,股友7WLH75,05-25 18:55
544,3,比亚迪涨不赢大盘，198才解套，这月还有希望没[哭][哭,闪电过客,05-25 18:53
19233,2,盐湖提锂上市公司排名：1、蓝晓科技（300487）：拥有,大连投资小姐姐A,05-25 18:52
2564,6,比亚迪记录第九天，全仓汽车股，玩了个寂寞，长安，北,五一后再也不会亏,05-25 18:49
12029,69,德国，英国，法国，美国，日本的氢能源汽已经高速超超,五G方舟,05-25 18:44
1785,37,新能源龙头公司《600482中国动力》[爱心][献花]为航母,财源满斗的陈氏家,05-25 18:36
632,0,等待突破左肩高点，后续就有可能稳步上涨。还是要看量,满江红岳,05-25 18:33
824,3,下午收盘会在176。5左右，明天闷杀一片,手可丶摘星辰,05-25 18:33
250,0,今天太寂寞,新能阳光车迷,05-25 18:31
458,0,一天就涨完的行情多是短线行情而连续上涨行情多会持久,散户雨朦胧,05-25 18:31
312,0,比不过港股，被骗进来了,股友U68A655095,05-25 18:29
777,2,年后跌的抱团股，唯一没有反弹的就是比亚迪了，离前高,迪迦小怪兽,05-25 18:26
470,1,牛不牛,东部大剽客,05-25 18:24
362,0,吕向阳解押等待比亚迪回调再冲高宣布减持，是不是这个,天南地北踏雪无痕,05-25 18:24
395,1,昨天华为发出公告不造车,可爱的二狗砸,05-25 18:22
359,0,今天没冲过177明天开始回调,天南地北踏雪无痕,05-25 18:21
314,0,明天不到190，纵使反弹也无力！,迪迦小怪兽,05-25 18:21
779,7,清了，删自选,一年一倍吧,05-25 18:07
670,1,港股的尾盘直线拉升啥情况[呲牙][呲牙],股友QsQOz3,05-25 18:05
3727,0,新能源还能买吗？等跌了买才好？,景顺长城基金,05-25 18:05
1184,0,比亚迪公开“车辆及其能量回收方法”相关专利，可延长,企查查,05-25 18:01
555,3,终于回本了，不容易[鼓掌],牛年牛市吗,05-25 17:58
264,0,天天这个鸟样,一直涨涨涨1,05-25 17:56
280,0,吕向阳你个老笔的。恶心死我了,股友6533Na9609,05-25 17:53
1109,4,从180开始杀入港股，陆续补仓，一直到150，现在基本满,北极星南斗十,05-25 17:50
322,0,和卓胜微一个调调，三个十字星,满江红岳,05-25 17:47
2633,6,投资的真谛就是：比大局观（顺势）、比耐心（机会的选,心如莲花不着水,05-25 17:39
312,0,汽车整车板块基本调整到位，比亚迪将引领整个板块开始,股友hfjn2565,05-25 17:35
244,1,真是垃圾,红多绿少勿贪心,05-25 17:33
5911,8,操作  上证跌破3500点，医疗、白酒、新能源等策略,加仓根本停不下来,05-25 17:27
457,1,华为重申不造车，不投资车企。,慢牛旗手,05-25 17:26
325,0,过完年以后都涨就他再跌，晕了，销量突破，价值不突破,满江红岳,05-25 17:12
379,2,先看到3600点，感觉不过分,季匆扒院厝,05-25 17:09
697,2,今天两市破万亿指数涨疯了大盘将重回4000点。比亚迪有,微摆衣角,05-25 17:08
1745,58,比亚迪牛年牛气冲天买了你不后悔。,股友cnLYoR,05-25 17:01
499,1,“在风口上，猪也能飞起来。”——这是雷军的名言，被,北极星南斗十,05-25 16:58
314,0,比亚迪的公交车出口？,股友N1056h7357,05-25 16:55
4826,0,锂电池原材料持续涨价，机构抢筹这些低位股！,券商中国,05-25 16:40
506,3,我发起了一个投票，【#比亚迪#明天会跌多少】，快来参,毫无空白,05-25 16:37
1252,0,买科技股=打水漂？放宽视野，整个A股、港股的科技板块,私募排排网,05-25 16:36
403,0,看看人家茅台，怎么样？主力可以表个态了吧，别再这位,抢钱小子杰西,05-25 16:33
300,0,垃圾啊！,时间的朋友8,05-25 16:29
17201,1,融资余额两周增长近300亿元 三大板块化身“吸金王”,狗蛋,05-25 16:23
1597,11,比亚迪：独立行情已经走出来，今天必然冲锋。黄金坑都,大开眼界520,05-25 16:21
1434,60,新年快乐，迪友们[福],盆满富贵得段智兴,05-25 16:14
427,1,200不久的事，到300也只是时间问题，认真成长的企业，,巴菲特是我发小,05-25 16:11
2190,94,陪你到万亿,空8888,05-25 16:07
4129,2,【资讯早知道】“头铁”抵不过…… 马斯克向激光雷达,嘉实基金,05-25 16:04
259,0,压力位盘整中，应该会快突破,烂牛市里吃肉,05-25 16:03
485,3,30分钟顶背离，还不跑是打算给庄家抬轿子吗？,股友Yufukz,05-25 16:02
238,0,真怂！,大神F2全网通,05-25 16:01
303,1,干不过大盘,躺着的,05-25 16:00
278,0,买车主要是为了装X用，买特斯拉宝马奥迪奔驰去了,进口红酒李辉,05-25 15:59
1803,23,你们哪个本比我低，比我低的，出来溜溜,鬼手森,05-25 15:55
2261,19,订单查询系统做出来了，别提有多细致了[大笑],BYD一万亿,05-25 15:54
367,2,还涨不过大盘，彻底无语,打股自身硬,05-25 15:53
309,1,一片看多-明天完蛋了！靠-,西安千手哥,05-25 15:52
1196,6,巴菲特清仓BYD,股友4WpFSl,05-25 15:52
241,0,瘟货，明天割了，两手并一手干五粮液,仪征陈奕迅,05-25 15:52
474,3,171卖了177买,股友E62608O399,05-25 15:52
266,0,我以清仑了比,宏图州鹤de老夫子,05-25 15:51
290,0,从太原比亚迪管理漏洞上，看出整个比,宏图州鹤de老夫子,05-25 15:48
3139,28,国内第一家 比亚迪100万辆新能源汽车下线,比亚迪资讯,05-25 15:44
6855,108,比亚迪:关于持股5%以上股东部分股份质押及解除质押的,比亚迪资讯,05-25 15:42
357,2,今天比亚迪换到兴业银行一共赚了5个点,割肉就涨哎,05-25 15:33
239,0,唉，今天一直没走有点怕明天了,求大佬带带韭菜,05-25 15:31
2295,7,强烈建议中国最优秀的民营新能源汽车企业比亚迪，和中,有远见的人都在这,05-25 15:31
231,0,走了，没得玩，跌起来肯定第一个,股深似海入凡尘,05-25 15:31
229,0,"主力资金在做T,玩弄小散与股掌之中，我等应该以不变应",比王多鱼还多鱼,05-25 15:24
270,0,明天补涨，很多人没搞清今天涨的逻辑，抢人民币核心资,杀涨追跌赚赚赚,05-25 15:24
260,0,大家去买港股比亚迪，有6块钱差价。,长期巴韭特,05-25 15:22
288,1,浪费这么好的行情,财运万贯的李秋水,05-25 15:22
318,1,"去买港股比亚迪，纳入恒生指数了，还有6,7块的差价",长期巴韭特,05-25 15:21
285,0,有个东西叫补涨、今天空方太强干翻了主力,藕哥1213,05-25 15:21
207,0,啊，没骨气的主,英雄6510,05-25 15:20
195,0,就这水平,木头0318,05-25 15:16
255,0,外面涨到什么地步了哎,我们卧苦苦迪,05-25 15:16
5515,9,有哪位大神解释一下，这是啥意思啊？对比亚迪来说是好,老迪粉,05-25 15:01
15.5万,106,强势整理 会否大跌,趋势巡航,05-25 14:59
301,0,比亚迪费了还涨不赢大盘,闪电过客,05-25 14:57
329,1,设置165买入,股友36128R0x66,05-25 14:57
277,0,走了，浪费这么好的行情,股友dcJLtn,05-25 14:57
460,1,具备周线级别的上涨潜力。,看着账户作股票,05-25 14:56
634,4,和宁德时代比，比亚迪就是垃圾，宁德时代要创新高了,财运成章得赵云,05-25 14:55
206,0,垃圾,股友dcJLtn,05-25 14:53
2665,0,量价齐升，北向买入超200亿！白酒、医药、新能源、证,咩咩tt,05-25 14:50
265,0,看来177你是迈不过了,王微微520,05-25 14:49
294,0,之前长期拖H股后腿，现在又舍不得扔下港股独自上涨吗[,上班辛苦业余玩,05-25 14:48
249,0,在哪直播,基民qDmo7b,05-25 14:45
399,1,太弱了,股友I8ZzIt,05-25 14:43
226,0,发动了,天山河畔,05-25 14:43
228,0,行不行呀,菲特巴之上海分非,05-25 14:42
509,2,呵呵，178难以逾越的珠穆朗玛峰啊,啦啦虎娃,05-25 14:42
6004,44,交付须等3个多月，DM-i超级混动车型为何那么火？5-19,春暖花开免摇号,05-25 14:37
289,0,看到了吧，每次都跑不过大盘，然后跌却是最厉害，别问,西昌唐马儒,05-25 14:37
270,0,22号172买了做了2天的T做到169今天又把成本做到174哎,发发发啦997,05-25 14:35
272,0,看到了吧，每次都跑不过大盘，然后跌却是最厉害，别问,西昌唐马儒,05-25 14:35
299,0,这是我持有的gou垃圾，从270到170，大量套牢盘，在这,老巴巴1,05-25 14:34
322,0,走了,股友97369LO089,05-25 14:34
278,0,看到了吧，每次都跑不过大盘，然后跌却是最厉害，别问,西昌唐马儒,05-25 14:34
254,0,茅台5个多点，我也是醉了,翡翠亨通的李寻欢,05-25 14:33
273,0,开始砸,小徐秋,05-25 14:32
408,1,已经卖了[想一下],股友36128R0x66,05-25 14:32
248,0,有利空,木头0318,05-25 14:32
299,0,给点力,BJ777,05-25 14:31
248,0,太弱！不如买酒！,股友JpH5lf,05-25 14:31
291,0,刚跟头像上这个妹子说给她买包，这回没法买了,后仰跳投萧远山,05-25 14:31
354,1,笑S了，下单才挖矿，按这样没有一两年也交不了车，瞎,基民Tg9iD1,05-25 14:30
258,0,成了长城的跟班了么,我们卧苦苦迪,05-25 14:29
398,2,下午没有国家队捧场，尾盘跳水,林倍福,05-25 14:29
276,0,178就这么难突破吗,股友8hLnoG,05-25 14:28
285,0,没有形成对177的持续突破，要回调跳水了,股友723897LE27,05-25 14:26
257,0,176.5左右收盘,手可丶摘星辰,05-25 14:25
252,0,这种幅度反弹，大盘一下来立马就会跌回原形！,迪迦小怪兽,05-25 14:23
317,0,上证现价3575点，创业板现价3222点还向上是压力山大，,散户雨朦胧,05-25 14:22
243,0,我指定了，跑了还回来,好完利,05-25 14:19
1331,6,恶心的比亚迪强制要求注册迪粉汇,星光下的梦想,05-25 14:16
418,1,今年还能上200就行了,BJ777,05-25 14:14
1440,15,比亚迪在唐山成立新公司 注册资本100万人民币,比亚迪资讯,05-25 14:13
380,0,金龙鱼都突破箱体了，比亚迪也应该快了，突破180就高,基民j9Iqvw,05-25 14:12
276,0,快下来我要上车170等你,牛气冲天的凯哥,05-25 14:12
269,0,我换到了兴业银行目前赚了4个点，不知道明天怎么样,割肉就涨哎,05-25 14:11
313,0,云飞老板吃到肉了[呲牙],爱股陈,05-25 14:08
383,1,真奇怪，到整数就有压单，非得50、00这个数压单么，就,西电终于回本了,05-25 14:07
309,0,能不能行能不能行,罗雯昂,05-25 14:06
294,0,220的本，后面的路还很漫长,股友5v936Y8531,05-25 14:06
1822,0,几何汽车：“几何家”让品牌和用户互为朋友,资讯瞭望,05-25 14:05
423,2,压单真多,一年一倍吧,05-25 14:01
303,0,王传福就是这样跟你们市值管理团队签约的吗？,林倍福,05-25 14:00
534,2,比亚迪，强烈买进，300元的股票，在这儿送钱给小伙伴,小明同学9号,05-25 13:59
271,0,比亚迪操盘团队跟着创业板指数走，太low了,林倍福,05-25 13:59
347,1,压力位在178,ivwsldn,05-25 13:57
401,1,今天能破178吗？,山观218,05-25 13:57
385,1,100多倍市盈率，这么虚胖，被套想要解套就难了！新能,确实有道理,05-25 13:56
326,0,世界上最垃圾的股票就是比亚迪！,股友ZXPJge,05-25 13:50
254,0,转发,XsX股市小熊熊XsX,05-25 13:50
297,0,一直缩量，上不去了,富贵四海得楚留香,05-25 13:49
287,0,不要浪费行情,足智有余de宁风致,05-25 13:49
2097,2,迪斯和马斯克“双杀”氢能，戴姆勒：我不跟,汽车商业评论,05-25 13:48
295,0,360股票三年大底，且看大哥如何表演。,股友5Z82l85295,05-25 13:48
281,0,看空的快走走了就不要回来了,眉间川,05-25 13:47
352,0,提了一辆比亚迪，转手同时进了比亚迪。,没有借口减肥兄,05-25 13:45
303,0,感觉昨天都卖亏了[好困惑],股友TdMVtU,05-25 13:44
276,0,早上卖了你换了别的还不如不卖啪啪打脸,戒骄戒躁守纪律,05-25 13:44
264,0,昨天卖早了，少挣了太多,小金刚要赚钱,05-25 13:44
258,0,要不商量一下，直接涨停,Sheldon10,05-25 13:43
301,0,别的我不管，但国内能打的新能源车企确实没几个。,可爱的二狗砸,05-25 13:37
4549,1,5年10倍！行业顶级盛会召开，核心产业链全梳理，钠电,萝卜投研,05-25 13:36
388,1,长线投资160以下可以入手,桂中大地地,05-25 13:35
260,0,不考虑再往上蹭一蹭嘛，我就蹭蹭不进去[害羞羞],旗开129,05-25 13:34
248,0,又跌不动，还不加仓干，,股友086Ml96523,05-25 13:33
272,0,明天会不会直接击穿10日线,涅盘先森,05-25 13:31
299,0,冲鸭,股友O1WxLa,05-25 13:29
291,0,重回200不是梦,开天辟地17,05-25 13:27
264,0,空头疯狂交筹码中,茶馆咖啡,05-25 13:27
2174,16,最优质几款国产品牌汽车，假一赔十！,oo正月初五oo,05-25 13:24
310,0,还有4手。,股友GBDn9T,05-25 13:11
325,0,丰田汽车一年赚一千多亿，比亚迪还小,歪歪果仁,05-25 13:11
361,1,迪迪，你醒醒，大哥们都跑完一圈了,合欢老妖,05-25 12:49
12485,5,颠覆性的新技术来了？巨头已表态,红刊投服平台,05-25 12:38
2670,3,爆款宋，供不应求。比亚迪汉电池终身免费保养包换，热,ttydz0181,05-25 12:34
1639,1,炭中和，对电动车行业不算利好，最多是中性。下面具备,面向大海123,05-25 12:32
546,3,我对比亚迪目前没什么兴趣。,看着账户作股票,05-25 12:29
2589,0,智能汽车将是未来最大的科技和产业变革机会之一，是人,心如莲花不着水,05-25 12:28
259,0,外资天天砸，国内机构给力，要是北向不砸早就站稳180,基民4f6ZrR,05-25 12:28
323,1,北向天天砸盘，不知道今天怎么操作的？,逝水家的饭团,05-25 12:26
1421,0,持续推荐新能源汽车龙头比亚迪，搭载DMi的新车将上市,心如莲花不着水,05-25 12:25
273,0,200没问题吧,股友9162t7590Y,05-25 12:21
370,0,《拜登与电动汽车》拜登18日在福特工厂发表演讲。根据,有远见的人都在这,05-25 12:21
367,0,本应来个抄底小能手，可惜确是杀跌韭菜命,三思而点,05-25 12:11
2273,17,比亚迪在唐山成立新公司 注册资本100万元,比亚迪资讯,05-25 12:10
281,0,准备就绪了么？[奸笑],股海知心,05-25 12:07
465,1,比亚迪终于要涨停了，告别三个月的苦日子,股友jdNBMw,05-25 12:01
267,0,转发,股友YjlZiC,05-25 12:00
303,2,冲300,股友cVxPxX6291,05-25 12:00
377,1,还是那句话，坚定持股别听那些股神的话乱T[想一下],上班辛苦业余玩,05-25 12:00
384,0,哈哈，又说对了，回来后说了三次方向，全对，一次观察,看着账户作股票,05-25 11:58
319,1,带带长安吧,闽越第一散,05-25 11:51
410,1,王朝霸域,汉唐中天下,05-25 11:51
268,0,比大盘还弱，我服了,炒股怒赚三百万,05-25 11:47
276,0,又准备割韭菜,坐定定有钱净,05-25 11:44
284,0,大哥，你连大盘都涨不赢啊[好困惑],睡等亿纬150,05-25 11:44
293,0,兄弟们赶快上车，牛市来了，今天突破180之后一马平川,双E财富,05-25 11:42
256,0,北向资金不是午饭时间,控制开关,05-25 11:42
240,0,今天放量突破箱体上沿可好，主力们,七月九日,05-25 11:41
242,0,早说了，踏空狗凉凉，做空狗更凉凉，继续加油突破新高,惜吖吖,05-25 11:39
355,1,大里唯一牛逼的板块就是白酒，国人还是靠酒麻醉，没人,常州阳光,05-25 11:38
213,0,转发,吉星高照好运连,05-25 11:38
689,6,跑吧，明天大概率暴跌了。,财源积玉的雪崩,05-25 11:38
683,6,年后进的，260的本，今年还有望回本吗,吧股2015,05-25 11:38
281,0,今天175t出173接回来，刨除手续费成本降了1.3,冲动打脸,05-25 11:36
260,0,我笑了，还跑?,招财大展de令狐冲,05-25 11:34
1562,0,颠覆锂电池，钠电池做得到吗？,资事堂堂主,05-25 11:33
296,0,迪哥，我的哥呀，早上买了你，不要让我失望呀,股友w8ZBzw,05-25 11:32
276,0,为啥市盈率这么高了,牛股瑾瑜,05-25 11:29
277,0,做T的速度接回来，要涨停了别T飞了！,股友jdNBMw,05-25 11:27
335,1,能下来点不给个上车的机会,十人7亏两平一赢,05-25 11:24
282,0,你在闹呢啊？指数都涨了80多点了,股友102h8080Y9,05-25 11:24
251,0,这票，现在弱了,春雷824720444,05-25 11:22
282,0,过今天高点就继续拿,韭菜地里没韭菜,05-25 11:19
251,0,别装了摊牌吧[微笑],惜吖吖,05-25 11:19
337,0,你别说比亚迪已经连涨很多天了,Muggle3,05-25 11:18
276,0,晨勃结束，控制仓位,英雄6510,05-25 11:17
294,0,对不起早上下车的朋友再见，要拉涨停了,股友jdNBMw,05-25 11:16
361,1,真的垃圾，所有抱团股都快回归年前价格了，就你一直横,一直涨涨涨1,05-25 11:14
262,0,美股新能源汽车涨上天了，而你一动不动,水到渠成VV,05-25 11:12
1774,1,「纯干货」姚志鹏对话吴晓波，下一个十年的财富主线在,嘉实基金,05-25 11:09
239,0,垃圾,股友791728Yh35,05-25 11:09
285,0,又开始横盘了，趁现在价格还行，都清了吧，留着资金等,泸州老酒,05-25 11:08
243,0,烂泥扶不上墙,菲特巴之上海分非,05-25 11:06
5131,2,证券与半导体双发力，行情有希望！,有缘渡,05-25 11:06
300,0,超大单还没发力！,吉祥钵满得苗人凤,05-25 11:06
260,0,大单还没发力！,吉祥钵满得苗人凤,05-25 11:04
492,0,庄家会不会在这里往下打一下，然后再拉起来？,股友5N97v38107,05-25 11:03
311,0,旗型整理，横过来，就是标准的头肩底了，所有的回次就,TTRG,05-25 11:03
302,0,收盘182至少,miracle825,05-25 11:02
523,3,你们这些人卖了干嘛150都挺过来了拿着不香吗,狼行千里吃肉虾,05-25 11:02
301,0,比亚迪尾盘跳水，跌倒170-171.立帖为证,林倍福,05-25 10:58
306,0,浪费行情,一年一倍吧,05-25 10:58
9051,7,半导体、白酒、证券板块分析及策略！,股海上的明灯,05-25 10:56
310,1,外gou疯狂出货几个月，赶紧清仓滚,老巴巴1,05-25 10:55
16295,85,比亚迪按计划卖出波段仓，到170.58则结束战斗,核心资产后援会长,05-25 10:55
258,0,是不是垃圾？,价值投资是骗局,05-25 10:55
277,0,这周能冲上180，稳在哪里就不错了，,望天雨咸2020,05-25 10:53
322,1,是时候表演啦！涨停涨停涨停！,股友jdNBMw,05-25 10:53
248,0,宁德很快突破前高，速度买入！,宁J1MK46,05-25 10:53
302,0,天天白酒泡面，白酒涨。比亚迪是机会比亚迪拉稀,明天在站,05-25 10:53
298,0,下半年开始外供电池，刀片电池可不能只吹牛逼，要能卖,常州阳光,05-25 10:50
320,0,拉升的主力走吧，别打乱庄家的布局，庄家高度控盘就是,yyddmmm,05-25 10:50
249,0,压不住的，赶紧涨吧！,小散要翻身,05-25 10:47
254,0,太弱，大盘这么猛都带不动你,半笙歌,05-25 10:46
508,0,五军会战：谁掀起了中国造车狂潮？,新能源汽车ETF,05-25 10:41
327,0,下午跌停,一天一瓶茅台,05-25 10:40
280,0,果然没错，宁德时代是你祖宗,翡翠有余de张无忌,05-25 10:39
266,0,你这是打算等H股涨上来吗,上班辛苦业余玩,05-25 10:37
326,1,想跌，可大盘好又不敢跌，怕被抢了筹码,韭菜地里没韭菜,05-25 10:35
264,0,等了好多天，一动不动，172附近,股友fXnhHN,05-25 10:33
1359,0,五军会战：谁掀起了中国造车狂潮？,新能源汽车ETF,05-25 10:31
337,1,今天涨停我让那个谁表演,菲特巴之上海分非,05-25 10:30
290,0,比亚迪，中国加油！300不是梦，主力机构波澜不惊,微风牛牛,05-25 10:29
272,0,绿和红的边缘,股友smZC3R,05-25 10:28
283,0,看看人家爱美客,菲特巴之上海分非,05-25 10:28
349,0,两点半准时拉升，收盘最少涨8个点,老韭菜王满银,05-25 10:27
281,0,什么时候主力下过山车了，就是行情开启的时候,茶馆咖啡,05-25 10:27
413,1,比亚迪咋肥事？半年不见450跌到100多块………,人生盈佳,05-25 10:26
270,0,耽误我14个点了，卖了你,割肉就涨哎,05-25 10:25
236,0,挖坑只为你，你不卖它不涨！,股友jdNBMw,05-25 10:25
260,0,哪个在压价,张南山od,05-25 10:24
267,0,达安基因业绩比你强多了！,股友1391266H0a,05-25 10:24
231,0,180就回本了,股友8I7365590C,05-25 10:22
